EMORY GROUP|Location is: EMORY GROUP|3|20:00:00|21:00:00|TEXAS STREET AND HWY 19 NORTH, EMORY, TX |32.873518|-95.76612549999999
SHALOM TODAY 2|Location is: SHALOM TODAY|1|18:00:00|19:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 2|Location is: SHALOM TODAY|2|18:00:00|19:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 2|Location is: SHALOM TODAY|3|18:00:00|19:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 2|Location is: SHALOM TODAY|4|18:00:00|19:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 2|Location is: SHALOM TODAY|5|18:00:00|19:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 2|Location is: SHALOM TODAY|6|18:00:00|19:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 2|Location is: SHALOM TODAY|7|18:00:00|19:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 3|Location is: SHALOM TODAY|1|20:00:00|21:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 3|Location is: SHALOM TODAY|2|20:00:00|21:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 3|Location is: SHALOM TODAY|3|20:00:00|21:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 3|Location is: SHALOM TODAY|4|20:00:00|21:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 3|Location is: SHALOM TODAY|5|20:00:00|21:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 3|Location is: SHALOM TODAY|6|20:00:00|21:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
SHALOM TODAY 3|Location is: SHALOM TODAY|7|20:00:00|21:00:00|311 S LOCUST STREET, DENTON, TX 76201|33.2120389|-97.13245970000003
Shalom Today 3|Location is: Shalom Today|1|null|N/A|311 S Locust St, Denton, TX 76201|33.2120389|-97.13245970000003
Shalom Today|Location is: Shalom Today|1|14:00:00|15:00:00|311 S Locust St, Denton, TX 76201|33.2120389|-97.13245970000003
Shalom Today|Location is: Shalom Today|2|14:00:00|15:00:00|311 S Locust St, Denton, TX 76201|33.2120389|-97.13245970000003
Shalom Today|Location is: Shalom Today|3|14:00:00|15:00:00|311 S Locust St, Denton, TX 76201|33.2120389|-97.13245970000003
Shalom Today|Location is: Shalom Today|4|14:00:00|15:00:00|311 S Locust St, Denton, TX 76201|33.2120389|-97.13245970000003
Shalom Today|Location is: Shalom Today|5|14:00:00|15:00:00|311 S Locust St, Denton, TX 76201|33.2120389|-97.13245970000003
Shalom Today|Location is: Shalom Today|6|14:00:00|15:00:00|311 S Locust St, Denton, TX 76201|33.2120389|-97.13245970000003
Shalom Today 3|Location is: Shalom Today|7|null|N/A|311 S Locust St, Denton, TX 76201|33.2120389|-97.13245970000003
Shalom Today 2|Location is: Shalom Today|7|14:30:00|15:30:00|311 S Locust St, Denton, TX 76201|33.2120389|-97.13245970000003
Shalom Today|Location is: Shalom Today|7|14:00:00|15:00:00|311 S Locust St, Denton, TX 76201|33.2120389|-97.13245970000003
Come As You Are|Location is: Park Meadows Baptist Church|3|18:30:00|19:30:00|3350 N Highway 77, Waxahachie, TX 75165|32.372166|-96.85720800000001
Come As You Are|Location is: Park Meadows Baptist Church|5|18:30:00|19:30:00|3350 N Highway 77, Waxahachie, TX 75165|32.372166|-96.85720800000001
Come As You Are|Location is: Park Meadows Baptist Church|2|18:30:00|19:30:00|3350 N Highway 77, Waxahachie, TX 75165|32.372166|-96.85720800000001
Come As You Are|Location is: Park Meadows Baptist Church|4|18:30:00|19:30:00|3350 N Highway 77, Waxahachie, TX 75165|32.372166|-96.85720800000001
Come As You Are|Location is: Park Meadows Baptist Church|6|18:30:00|19:30:00|3350 N Highway 77, Waxahachie, TX 75165|32.372166|-96.85720800000001
Come As You Are|Location is: Park Meadows Baptist Church|7|18:30:00|19:30:00|3350 N Highway 77, Waxahachie, TX 75165|32.372166|-96.85720800000001
Come As You Are|Location is: Park Meadows Baptist Church|1|18:30:00|19:30:00|3350 N Highway 77, Waxahachie, TX 75165|32.372166|-96.85720800000001
ST ROSE OF LIMA|Location is: ST ROSE OF LIMA|2|19:30:00|20:30:00|504 S 3RF, DESOTO, TX |32.595105|-96.81995710000001
Clean Air Northwest|Location is: 1st Baptist Church of Lewisville|3|19:00:00|20:00:00|1251 W Valley Ridge Blvd, Lewisville, TX 75077|33.05799|-97.026004
HUMBLE BEGINNINGS|Location is: HUMBLE BEGINNINGS|2|18:00:00|19:00:00|2200 N BELL AVE, DENTON, TX 76209|33.2349699|-97.12669800000003
HUMBLE BEGINNINGS|Location is: HUMBLE BEGINNINGS|6|18:00:00|19:00:00|2200 N BELL AVE, DENTON, TX 76209|33.2349699|-97.12669800000003
HUMBLE BEGINNINGS|Location is: HUMBLE BEGINNINGS|3|19:00:00|20:00:00|2200 N BELL AVE, DENTON, TX 76209|33.2349699|-97.12669800000003
HUMBLE BEGINNINGS|Location is: HUMBLE BEGINNINGS|1|20:00:00|21:00:00|2200 N BELL AVE, DENTON, TX 76209|33.2349699|-97.12669800000003
Humble Beginnings|Location is: Trinity Presbyterian Church|6|14:00:00|15:00:00|2200 N Bell, Denton, TX 76209|33.2349699|-97.12669800000003
Coppell|Location is: Rejoice Lutheran Church|2|14:00:00|15:00:00|532 E Sandy Lake Rd, Coppell, TX 75019|32.970314|-96.97861699999999
Coppell|Location is: Rejoice Lutheran Church|3|14:00:00|15:00:00|532 E Sandy Lake Rd, Coppell, TX 75019|32.970314|-96.97861699999999
Coppell|Location is: Rejoice Lutheran Church|4|14:00:00|15:00:00|532 E Sandy Lake Rd, Coppell, TX 75019|32.970314|-96.97861699999999
Coppell|Location is: Rejoice Lutheran Church|5|14:00:00|15:00:00|532 E Sandy Lake Rd, Coppell, TX 75019|32.970314|-96.97861699999999
Coppell|Location is: Rejoice Lutheran Church|6|14:00:00|15:00:00|532 E Sandy Lake Rd, Coppell, TX 75019|32.970314|-96.97861699999999
Coppell AA Group|Location is: Coppell|2|20:00:00|21:00:00|532 East Sandy Lake Rd, coppell, TX 75019|32.970314|-96.97861699999999
Primary Purpose Denton|Location is: Solutions of North Texas|4|14:00:00|15:00:00|1524 N Ruddell St, Denton, TX 76209|33.2286642|-97.1176931
Lake Cities|Location is: First Baptist Church of Corinth|2|14:00:00|15:00:00|3033 Meadowview, Corinth, TX 76210|33.136073|-97.05885899999998
Red Oak|Location is: First United Methodist Church|3|19:00:00|20:00:00|600 West Red Oak Road, Red Oak, TX 75154|32.5192008|-96.829812
Red Oak|Location is: First United Methodist Church|5|19:00:00|20:00:00|600 West Red Oak Road, Red Oak, TX 75154|32.5192008|-96.829812
Oak Cliff|Location is: Oak Cliff|1|14:30:00|15:30:00|3108 Dawes Street, Dallas, TX 75211|32.7271514|-96.87209250000001
Oak Cliff|Location is: Oak Cliff|2|14:30:00|15:30:00|3108 Dawes Street, Dallas, TX 75211|32.7271514|-96.87209250000001
Oak Cliff|Location is: Oak Cliff|3|14:30:00|15:30:00|3108 Dawes Street, Dallas, TX 75211|32.7271514|-96.87209250000001
Oak Cliff|Location is: Oak Cliff|4|14:30:00|15:30:00|3108 Dawes Street, Dallas, TX 75211|32.7271514|-96.87209250000001
Oak Cliff|Location is: Oak Cliff|5|14:30:00|15:30:00|3108 Dawes Street, Dallas, TX 75211|32.7271514|-96.87209250000001
Oak Cliff|Location is: Oak Cliff|6|14:30:00|15:30:00|3108 Dawes Street, Dallas, TX 75211|32.7271514|-96.87209250000001
Oak Cliff|Location is: Oak Cliff|7|14:30:00|15:30:00|3108 Dawes Street, Dallas, TX 75211|32.7271514|-96.87209250000001
Friendship 3|Location is: Friendship|1|11:00:00|12:00:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship|Location is: Friendship|2|18:30:00|19:30:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship|Location is: Friendship|3|18:30:00|19:30:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship|Location is: Friendship|4|18:30:00|19:30:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship|Location is: Friendship|5|18:30:00|19:30:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship|Location is: Friendship|6|18:30:00|19:30:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship|Location is: Friendship|7|10:30:00|11:30:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship|Location is: Friendship|1|18:30:00|19:30:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship 2|Location is: Friendship|3|20:00:00|21:00:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship 2|Location is: Friendship|5|08:00:00|09:00:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship 3|Location is: Friendship|4|12:00:00|13:00:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Friendship 3|Location is: Friendship|6|12:00:00|13:00:00|359 Lake Park Road, Lewisville, TX 75057|33.072322|-97.01648699999998
Lewisville 2|Location is: Lewisville|1|null|N/A|419 S Mill St, Lewisville, TX 75057|33.0437749|-96.994685
Lewisville|Location is: Lewisville|1|11:00:00|12:00:00|419 S Mill St, Lewisville, TX 75057|33.0437749|-96.994685
Lewisville|Location is: Lewisville|2|18:00:00|19:00:00|419 S Mill St, Lewisville, TX 75057|33.0437749|-96.994685
Lewisville 2|Location is: Lewisville|3|null|N/A|419 S Mill St, Lewisville, TX 75057|33.0437749|-96.994685
Lewisville|Location is: Lewisville|3|18:00:00|19:00:00|419 S Mill St, Lewisville, TX 75057|33.0437749|-96.994685
Lewisville|Location is: Lewisville|4|18:00:00|19:00:00|419 S Mill St, Lewisville, TX 75057|33.0437749|-96.994685
Lewisville 2|Location is: Lewisville|5|null|N/A|419 S Mill St, Lewisville, TX 75057|33.0437749|-96.994685
Lewisville|Location is: Lewisville|5|18:00:00|19:00:00|419 S Mill St, Lewisville, TX 75057|33.0437749|-96.994685
Lewisville|Location is: Lewisville|6|18:00:00|19:00:00|419 S Mill St, Lewisville, TX 75057|33.0437749|-96.994685
Lewisville|Location is: Lewisville|7|19:00:00|20:00:00|419 S Mill St, Lewisville, TX 75057|33.0437749|-96.994685
Against All Odds|Location is: Kirkwood Temple|5|14:00:00|15:00:00|1440 Sunny Glen, Dallas, TX 75232|32.686056|-96.84711900000002
Town South 2|Location is: Town South|1|null|N/A|2539 Balomede, Lancaster, TX 75134|32.6204729|-96.821551
Town South AA|Location is: Town South|1|18:00:00|19:00:00|2539 Balomede, Lancaster, TX 75134|32.6204729|-96.821551
Town South AA|Location is: Town South|2|12:00:00|13:00:00|2539 Balomede, Lancaster, TX 75134|32.6204729|-96.821551
Town South AA|Location is: Town South|3|18:00:00|19:00:00|2539 Balomede, Lancaster, TX 75134|32.6204729|-96.821551
Town South AA|Location is: Town South|4|20:00:00|21:00:00|2539 Balomede, Lancaster, TX 75134|32.6204729|-96.821551
Town South AA|Location is: Town South|5|22:00:00|23:00:00|2539 Balomede, Lancaster, TX 75134|32.6204729|-96.821551
Town South AA|Location is: Town South|6|20:00:00|21:00:00|2539 Balomede, Lancaster, TX 75134|32.6204729|-96.821551
Town South 2|Location is: Town South|7|null|N/A|2539 Balomede, Lancaster, TX 75134|32.6204729|-96.821551
Town South AA|Location is: Town South|7|20:00:00|21:00:00|2539 Balomede, Lancaster, TX 75134|32.6204729|-96.821551
Last House on the Block|Location is: Freedom House Sober Living Home for Men|7|17:30:00|18:30:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|7|23:00:00|00:00:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|6|17:30:00|18:30:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|6|12:00:00|13:00:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|5|17:30:00|18:30:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|5|12:00:00|13:00:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|5|00:00:00|01:00:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|4|17:30:00|18:30:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|4|12:00:00|13:00:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|3|17:30:00|18:30:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|3|12:00:00|13:00:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|2|12:00:00|13:00:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|1|17:30:00|18:30:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|2|17:30:00|18:30:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Last House on the Block|Location is: Freedom House Sober Living Home for Men|1|08:00:00|09:00:00|322 Smith Ln, San Marcos, TX 78666|29.87734769999999|-97.92517550000002
Palmer Drug Abuse Program/Colonies North|Location is: Palmer Drug Abuse Program|3|10:00:00|11:00:00|10226 Ironside , san_antonio, TX 78230|29.53435|-98.55800199999999
Carrollton 2|Location is: Carrollton|1|null|N/A|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton|Location is: Carrollton|1|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton 2|Location is: Carrollton|2|null|N/A|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton|Location is: Carrollton|2|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton 2|Location is: Carrollton|3|null|N/A|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton|Location is: Carrollton|3|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton 2|Location is: Carrollton|4|null|N/A|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton|Location is: Carrollton|4|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton 2|Location is: Carrollton|5|null|N/A|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton|Location is: Carrollton|5|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton 2|Location is: Carrollton|6|null|N/A|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton|Location is: Carrollton|6|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton 2|Location is: Carrollton|7|null|N/A|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Carrollton|Location is: Carrollton|7|14:00:00|15:00:00|1039 S Stemmons Fwy, Carrollton, TX |33.0085113|-96.9744116
Dallas Unity - Mon. & Fri.|Location is: Second Chance Baptist Church|2|14:00:00|15:00:00|13241 Valley Branch Lane, Farmers Branch, TX 75234|32.923518|-96.90504299999998
Dallas Unity - Mon. & Fri.|Location is: Second Chance Baptist Church|6|14:00:00|15:00:00|13241 Valley Branch Lane, Farmers Branch, TX 75234|32.923518|-96.90504299999998
Oak Cliff Women's|Location is: Grace House|7|null|N/A|824 Melba Street, Dallas, TX 75208|32.747038|-96.83691899999997
Kessler Park|Location is: Kessler Park United Methodist Church|2|14:00:00|15:00:00|1215 Turner, Dallas, TX 75208|32.761028|-96.83955900000001
Kessler Park|Location is: Kessler Park United Methodist Church|4|14:00:00|15:00:00|1215 Turner, Dallas, TX 75208|32.761028|-96.83955900000001
Kessler Park|Location is: Kessler Park United Methodist Church|5|14:00:00|15:00:00|1215 Turner, Dallas, TX 75208|32.761028|-96.83955900000001
Dawson|Location is: 1st United Methodist Church|4|14:00:00|15:00:00|200 N Main St, Dawson, TX 76639|31.8947965|-96.7156455
The Carrollton Group|Location is: Carrollton, TX|1|12:00:00|13:00:00|1039 N Interstate 35E, carrollton, TX |32.95495289999999|-96.91289569999998
Hi Nooners|Location is: Hi Nooners|1|null|N/A|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Hi Nooners|Location is: Hi Nooners|2|14:00:00|15:00:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Hi Nooners|Location is: Hi Nooners|3|14:00:00|15:00:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Hi Nooners|Location is: Hi Nooners|4|14:00:00|15:00:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Hi Nooners|Location is: Hi Nooners|5|14:00:00|15:00:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Hi Nooners|Location is: Hi Nooners|6|14:00:00|15:00:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Hi Nooners|Location is: Hi Nooners|7|14:00:00|15:00:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Sunset Group|Location is: Hi Nooners|2|14:30:00|15:30:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Sunset Group|Location is: Hi Nooners|3|14:30:00|15:30:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Sunset Group|Location is: Hi Nooners|4|14:30:00|15:30:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Sunset Group|Location is: Hi Nooners|5|14:30:00|15:30:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Sunset Group|Location is: Hi Nooners|6|14:30:00|15:30:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Sunset Group|Location is: Hi Nooners|7|14:30:00|15:30:00|310 Sunset Avenue, Dallas, TX 75208|32.743862|-96.826976
Town North 2|Location is: Farmers Branch Shopping Center|1|null|N/A|229 Farmers Branch Shopping Center, Farmers Branch, TX |33.1119789|-96.8239256
Town North|Location is: Farmers Branch Shopping Center|1|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, TX |33.1119789|-96.8239256
Town North|Location is: Farmers Branch Shopping Center|2|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, TX |33.1119789|-96.8239256
Town North|Location is: Farmers Branch Shopping Center|3|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, TX |33.1119789|-96.8239256
Town North|Location is: Farmers Branch Shopping Center|4|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, TX |33.1119789|-96.8239256
Town North|Location is: Farmers Branch Shopping Center|5|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, TX |33.1119789|-96.8239256
Town North|Location is: Farmers Branch Shopping Center|6|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, TX |33.1119789|-96.8239256
Town North|Location is: Farmers Branch Shopping Center|7|14:00:00|15:00:00|229 Farmers Branch Shopping Center, Farmers Branch, TX |33.1119789|-96.8239256
New Creations Group|Location is: Methodist Dallas Med Center|4|14:00:00|15:00:00|1441 North Beckley Ave., Dallas, TX 75208|32.760165|-96.82437199999998
Dallas Unity - Tues. & Thurs.|Location is: Marshall's BBQ|3|14:45:00|15:45:00|12895 Josey Ln, Farmers Branch, TX 75234|32.9228079|-96.88333269999998
Dallas Unity - Tues. & Thurs.|Location is: Marshall's BBQ|5|14:45:00|15:45:00|12895 Josey Ln, Farmers Branch, TX 75234|32.9228079|-96.88333269999998
Corinth|Location is: Lancaster Kiest SC|1|14:00:00|15:00:00|3200 S. Lancaster Rd, Dallas, TX 75216|32.7100015|-96.80151339999998
Corinth|Location is: Lancaster Kiest SC|2|14:00:00|15:00:00|3200 S. Lancaster Rd, Dallas, TX 75216|32.7100015|-96.80151339999998
Corinth|Location is: Lancaster Kiest SC|3|14:00:00|15:00:00|3200 S. Lancaster Rd, Dallas, TX 75216|32.7100015|-96.80151339999998
Corinth|Location is: Lancaster Kiest SC|4|14:00:00|15:00:00|3200 S. Lancaster Rd, Dallas, TX 75216|32.7100015|-96.80151339999998
Corinth|Location is: Lancaster Kiest SC|5|14:00:00|15:00:00|3200 S. Lancaster Rd, Dallas, TX 75216|32.7100015|-96.80151339999998
Corinth|Location is: Lancaster Kiest SC|6|14:00:00|15:00:00|3200 S. Lancaster Rd, Dallas, TX 75216|32.7100015|-96.80151339999998
Corinth 2|Location is: Lancaster Kiest SC|6|14:30:00|15:30:00|3200 S. Lancaster Rd, Dallas, TX 75216|32.7100015|-96.80151339999998
Corinth 3|Location is: Lancaster Kiest SC|6|null|N/A|3200 S. Lancaster Rd, Dallas, TX 75216|32.7100015|-96.80151339999998
Corinth 3|Location is: Lancaster Kiest SC|7|null|N/A|3200 S. Lancaster Rd, Dallas, TX 75216|32.7100015|-96.80151339999998
Corinth|Location is: Lancaster Kiest SC|7|14:00:00|15:00:00|3200 S. Lancaster Rd, Dallas, TX 75216|32.7100015|-96.80151339999998
First to day(FOT)|Location is: San Antonio, Texas|1|07:00:00|08:00:00|5723 Kenwick St., san_antonio, TX 78238|29.485604|-98.599625
Lambda|Location is: Lambda|1|13:00:00|14:00:00|2438 Butler, Dallas, TX 75235|32.817911|-96.83369800000003
Lambda|Location is: Lambda|2|12:00:00|13:00:00|2438 Butler, Dallas, TX 75235|32.817911|-96.83369800000003
Lambda|Location is: Lambda|3|12:00:00|13:00:00|2438 Butler, Dallas, TX 75235|32.817911|-96.83369800000003
Lambda|Location is: Lambda|4|12:00:00|13:00:00|2438 Butler, Dallas, TX 75235|32.817911|-96.83369800000003
Lambda|Location is: Lambda|5|12:00:00|13:00:00|2438 Butler, Dallas, TX 75235|32.817911|-96.83369800000003
Lambda|Location is: Lambda|6|12:00:00|13:00:00|2438 Butler, Dallas, TX 75235|32.817911|-96.83369800000003
Lambda 2|Location is: Lambda|7|null|N/A|2438 Butler, Dallas, TX 75235|32.817911|-96.83369800000003
